0.162157142,0.538856064
0.195545167,0.533813872
0.285028791,0.42551938
0.195684478,0.402994126
0.16333354,0.442326685
0.094870287,0.45234176
0.222323695,0.453190789
0.294888861,0.269124807
0.296467711,0.303068633
0.107609436,0.505154818
0.306838586,0.442222723
0.291251316,0.27151595
0.346263389,0.454472996
0.07751842,0.430682862
0.272521825,0.424063902
0.153721132,0.419368253
0.281220977,0.533536638
0.185808928,0.481693899
0.066512909,0.343873997
0.256423751,0.328851385
0,0.443556911
0.167853384,0.335037167
0.087780942,0.53322475
0.140796236,0.38871658
0.196272677,0.521442309
0.220450746,0.551643477
0.217587146,0.46280734
0.221162776,0.60617192
0.327611293,0.350683555
0.261392483,0.347235458
0.268961674,0.244416336
0.255541453,0.301076014
0.197928921,0.251277875
0.1513219,0.394226604
0.310801189,0.339923414
0.21696799,0.443089079
0.201287846,0.428464991
0.212695808,0.487706409
0.093291437,0.30296467
0.360225373,0.373364753
0.130843291,0.541368496
0.347455266,0.477639353
0.346449136,0.516122884
0.291808557,0.581290177
0.171831466,0.300452238
0.004659154,0.348275085
0.135920376,0.395144941
0.276871401,0.252161558
0.142375085,0.399164833
0.140006811,0.468178747
0.147421212,0.55301232
0.158271934,0.383864987
0.32036716,0.522481936
0.219011207,0.36328037
0.075537118,0.42473966
0.11398675,0.476062586
0.260355396,0.514355518
0.35039626,0.368547814
0.318927621,0.295115485
0.215683239,0.406996691
0.215048604,0.461282553
0.220373351,0.544019545
0.371478546,0.52937813
0.257816853,0.405142689
0.229892886,0.470847123
0.18235713,0.266144543
0.07022785,0.489751009
0.179756671,0.495659557
0.275385425,0.585327396
0.210575197,0.316653094
0.230202464,0.361166462
0.096449136,0.482629564
0.261856851,0.412125518
0.178131385,0.332316809
0.203841867,0.510248991
0.108476255,0.551140991
0.213887685,0.368495833
0.218128908,0.447420858
0.201210451,0.549304316
0.146678224,0.586003154
0.231146678,0.397432121
0.180221039,0.407187289
0.37113801,0.365619531
0.308990155,0.379186665
0.187558046,0.438965224
0.192960188,0.491483721
0.211999257,0.274634831
0.259535013,0.50995443
0.280199368,0.353455894
0.239876788,0.455720548
0.123413411,0.491258469
0.244040617,0.490322804
0.276778528,0.63455374
0.205993437,0.354807409
0.34810538,0.293365446
0.106897406,0.48223104
0.276020061,0.509295999
0.311575135,0.362881846
0.139356696,0.595671686
0.179663798,0.291563426
0.128057086,0.358134216
0.288991394,0.425813941
0.326156275,0.527558782
0.287629249,0.620588082
0.270664355,0.348517665
0.34267228,0.448668411
0.139526964,0.40122676
0.177961117,0.442586592
0.238174107,0.413269107
0.250773946,0.52378147
0.211070522,0.534021798
0.416119745,0.440611301
0.219630363,0.382634762
0.229939323,0.533571292
0.197572906,0.385961568
0.322518729,0.446277269
0.297969166,0.398956907
0.227865148,0.457938419
0.226735187,0.394573146
0.264859761,0.560029803
0.266190948,0.412004228
0.205823169,0.511028711
0.225047985,0.446554502
0.347362392,0.474520472
0.080505851,0.511704469
0.02874435,0.499038345
0.197356201,0.442499957
0.324205932,0.452965536
0.394758838,0.384419455
0.169788248,0.468334691
0.188424865,0.466324745
0.218484924,0.407065999
0.256036778,0.45066103
